0	26
1	1.83E+03
2	1.77E+03
3	1.71E+03
4	1.66E+03
5	1.60E+03
6	1.54E+03
7	1.49E+03
8	1.43E+03
9	1.37E+03
10	1.32E+03
11	1.26E+03
12	1.20E+03
13	1.15E+03
14	1.09E+03
15	1.03E+03
16	976.5
17	919.9
18	863.3
19	806.6
20	750
21	749
22	748
23	747
24	746
25	745
26	744
27	743
28	742
29	741
30	740
31	739
32	738
33	737
34	736
35	735
36	734
37	733
38	732
39	731
40	730
41	729
42	728
43	727
44	726
45	725
46	724
47	723
48	722
49	721
50	720
51	719
52	718
53	717
54	716
55	715
56	714
57	713
58	712
59	711
60	710
61	709
62	708
63	707
64	706
65	705
66	704
67	703
68	702
69	701
70	700
71	699
72	698
73	697
74	696
75	695
76	694
77	693
78	692
79	691
80	690
81	689
82	688
83	687
84	686
85	685
86	684
87	683
88	682
89	681
90	680
91	679
92	678
93	677
94	676
95	675
96	674
97	673
98	672
99	671
100	670
101	669
102	668
103	667
104	666
105	665
106	664
107	663
108	662
109	661
110	660
111	659
112	658
113	657
114	656
115	655
116	654
117	653
118	652
119	651
120	650
121	649
122	648
123	647
124	646
125	645
126	644
127	643
128	642
129	641
130	640
131	639
132	638
133	637
134	636
135	635
136	634
137	633
138	632
139	631
140	630
141	629
142	628
143	627
144	626
145	625
146	624
147	623
148	622
149	621
150	620
151	619
152	618
153	617
154	616
155	615
156	614
157	613
158	612
159	611
160	610
161	609
162	608
163	607
164	606
165	605
166	604
167	603
168	602
169	601
170	600
171	599
172	598
173	597
174	596
175	595
176	594
177	593
178	592
179	591
180	590
181	589
182	588
183	587
184	586
185	585
186	584
187	583
188	582
189	581
190	580
191	579
192	578
193	577
194	576
195	575
196	574
197	573
198	572
199	571
200	570
201	569
202	568
203	567
204	566
205	565
206	564
207	563
208	562
209	561
210	560
211	559
212	558
213	557
214	556
215	555
216	554
217	553
218	552
219	551
220	550
221	549
222	548
223	547
224	546
225	545
226	544
227	543
228	542
229	541
230	540
231	539
232	538
233	537
234	536
235	535
236	534
237	533
238	532
239	531
240	530
241	529
242	528
243	527
244	526
245	525
246	524
247	523
248	522
249	521
250	520
251	530
252	540
253	550
254	560
255	570
256	580
257	590
258	600
259	610
260	620
261	630
262	640
263	650
264	660
265	670
266	680
267	690
268	700
269	710
270	720
271	730
272	740
273	750
274	760
275	770
276	780
277	790
278	800
279	810
280	820
281	830
282	840
283	850
284	860
285	870
286	880
287	890
288	900
289	910
290	920
291	930
292	940
293	950
294	960
295	970
296	980
297	990
298	1.00E+03
299	1.01E+03
300	1.02E+03
301	1.01E+03
302	1.00E+03
303	990
304	980
305	970
306	960
307	950
308	940
309	930
310	920
311	910
312	900
313	890
314	880
315	870
316	860
317	850
318	840
319	830
320	820
321	810
322	800
323	790
324	780
325	770
326	760
327	750
328	740
329	730
330	720
331	710
332	700
333	690
334	680
335	670
336	660
337	650
338	640
339	630
340	620
341	610
342	600
343	590
344	580
345	570
346	560
347	550
348	540
349	530
350	520
351	510
352	500
353	490
354	480
355	470
356	460
357	450
358	440
359	430
360	420
361	410
362	400
363	390
364	380
365	370
366	360
367	350
368	340
369	330
370	320
370.1	322.3
370.2	324.7
370.3	327
370.4	329.3
370.5	331.7
370.6	334
370.7	336.3
370.8	338.7
370.9	341
371	343.3
371.1	345.7
371.2	348
371.3	350.3
371.4	352.7
371.5	355
371.6	357.3
371.7	359.7
371.8	362
371.9	364.3
372	366.7
372.1	369
372.2	371.3
372.3	373.7
372.4	376
372.5	378.3
372.6	380.7
372.7	383
372.8	385.3
372.9	387.7
373	390
373.1	392.3
373.2	394.7
373.3	397
373.4	399.3
373.5	401.7
373.6	404
373.7	406.3
373.8	408.7
373.9	411
374	413.3
374.1	415.7
374.2	418
374.3	420.3
374.4	422.7
374.5	425
374.6	427.3
374.7	429.7
374.8	432
374.9	434.3
375	436.7
375.1	439
375.2	441.3
375.3	443.7
375.4	446
375.5	448.3
375.6	450.7
375.7	453
375.8	455.3
375.9	457.7
376	460
376.1	462.3
376.2	464.7
376.3	467
376.4	469.3
376.5	471.7
376.6	474
376.7	476.3
376.8	478.7
376.9	481
377	483.3
377.1	485.7
377.2	488
377.3	490.3
377.4	492.7
377.5	495
377.6	497.3
377.7	499.7
377.8	502
377.9	504.3
378	506.7
378.1	509
378.2	511.3
378.3	513.7
378.4	516
378.5	518.3
378.6	520.7
378.7	523
378.8	525.3
378.9	527.7
379	530
379.1	532.3
379.2	534.7
379.3	537
379.4	539.3
379.5	541.7
379.6	544
379.7	546.3
379.8	548.7
379.9	551
380	553.3
380.1	555.7
380.2	558
380.3	560.3
380.4	562.7
380.5	565
380.6	567.3
380.7	569.7
380.8	572
380.9	574.3
381	576.7
381.1	579
381.2	581.3
381.3	583.7
381.4	586
381.5	588.3
381.6	590.7
381.7	593
381.8	595.3
381.9	597.7
382	600
382.1	602.3
382.2	604.7
382.3	607
382.4	609.3
382.5	611.7
382.6	614
382.7	616.3
382.8	618.7
382.9	621
383	623.3
383.1	625.7
383.2	628
383.3	630.3
383.4	632.7
383.5	635
383.6	637.3
383.7	639.7
383.8	642
383.9	644.3
384	646.7
384.1	649
384.2	651.3
384.3	653.7
384.4	656
384.5	658.3
384.6	660.7
384.7	663
384.8	665.3
384.9	667.7
385	670
385.1	672.3
385.2	674.7
385.3	677
385.4	679.3
385.5	681.7
385.6	684
385.7	686.3
385.8	688.7
385.9	691
386	693.3
386.1	695.7
386.2	698
386.3	700.3
386.4	702.7
386.5	705
386.6	707.3
386.7	709.7
386.8	712
386.9	714.3
387	716.7
387.1	719
387.2	721.3
387.3	723.7
387.4	726
387.5	728.3
387.6	730.7
387.7	733
387.8	735.3
387.9	737.7
388	740
388.1	742.3
388.2	744.7
388.3	747
388.4	749.3
388.5	751.7
388.6	754
388.7	756.3
388.8	758.7
388.9	761
389	763.3
389.1	765.7
389.2	768
389.3	770.3
389.4	772.7
389.5	775
389.6	777.3
389.7	779.7
389.8	782
389.9	784.3
390	786.7
390.1	789
390.2	791.3
390.3	793.7
390.4	796
390.5	798.3
390.6	800.7
390.7	803
390.8	805.3
390.9	807.7
391	810
391.1	812.3
391.2	814.7
391.3	817
391.4	819.3
391.5	821.7
391.6	824
391.7	826.3
391.8	828.7
391.9	831
392	833.3
392.1	835.7
392.2	838
392.3	840.3
392.4	842.7
392.5	845
392.6	847.3
392.7	849.7
392.8	852
392.9	854.3
393	856.7
393.1	859
393.2	861.3
393.3	863.7
393.4	866
393.5	868.3
393.6	870.7
393.7	873
393.8	875.3
393.9	877.7
394	880
394.1	882.3
394.2	884.7
394.3	887
394.4	889.3
394.5	891.7
394.6	894
394.7	896.3
394.8	898.7
394.9	901
395	903.3
395.1	905.7
395.2	908
395.3	910.3
395.4	912.7
395.5	915
395.6	917.3
395.7	919.7
395.8	922
395.9	924.3
396	926.7
396.1	929
396.2	931.3
396.3	933.7
396.4	936
396.5	938.3
396.6	940.7
396.7	943
396.8	945.3
396.9	947.7
397	950
397.1	952.3
397.2	954.7
397.3	957
397.4	959.3
397.5	961.7
397.6	964
397.7	966.3
397.8	968.7
397.9	971
398	973.3
398.1	975.7
398.2	978
398.3	980.3
398.4	982.7
398.5	985
398.6	987.3
398.7	989.7
398.8	992
398.9	994.3
399	996.7
399.1	999
399.2	1.00E+03
399.3	1.00E+03
399.4	1.01E+03
399.5	1.01E+03
399.6	1.01E+03
399.7	1.01E+03
399.8	1.02E+03
399.9	1.02E+03
400	1.02E+03
400.1	1.01E+03
400.2	1.00E+03
400.3	990
400.4	980
400.5	970
400.6	960
400.7	950
400.8	940
400.9	930
401	920
401.1	910
401.2	900
401.3	890
401.4	880
401.5	870
401.6	860
401.7	850
401.8	840
401.9	830
402	820
402.1	810
402.2	800
402.3	790
402.4	780
402.5	770
402.6	760
402.7	750
402.8	740
402.9	730
403	720
403.1	710
403.2	700
403.3	690
403.4	680
403.5	670
403.6	660
403.7	650
403.8	640
403.9	630
404	620
404.1	610
404.2	600
404.3	590
404.4	580
404.5	570
404.6	560
404.7	550
404.8	540
404.9	530
405	520
405.1	510
405.2	500
405.3	490
405.4	480
405.5	470
405.6	460
405.7	450
405.8	440
405.9	430
406	420
406.1	410
406.2	400
406.3	390
406.4	380
406.5	370
406.6	360
406.7	350
406.8	340
406.9	330
407	320
407.1	310
407.2	300
407.3	290
407.4	280
407.5	270
407.6	260
407.7	250
407.8	240
407.9	230
408	220
408.1	210
408.2	200
408.3	190
408.4	180
408.5	170
408.6	160
408.7	150
408.8	140
408.9	130
409	120
409.1	110
409.2	100
409.3	90
409.4	80
409.5	70
409.6	60
409.7	50
409.8	40
409.9	30
410	20
